,Name,Total
11628,H. Mahou,193.0
11629,J. Sargent,213.0
11630,O. Kanté,152.0
11631,Yang Xu,164.0
11632,H. Mascorro,225.0
11633,M. Maouche,196.0
11634,M. Al Fehaid,191.0
11635,Mi Haolun,232.0
11636,M. Ambichl,209.0
11637,Jauregi,179.0
11638,J. Mitchell,189.0
11639,Hui Jiakang,193.0
11640,V. Selimović,137.0
11641,T. Cywka,189.0
11642,J. Rask,126.0
11643,C. Shaughnessy,175.0
11644,Luis Rioja,220.0
11645,R. Meléndez,199.0
11646,J. Valencia,171.0
11647,Wang Shangyuan,205.0
11648,N. Bishop,191.0
11649,R. Jaadi,210.0
11650,A. Mandrea,133.0
11651,E. Smith,181.0
11652,C. Timite,192.0
11653,Dillson Teixeiro,203.0
11654,A. Williams,203.0
11655,D. Phillips,208.0
11656,M. Samuelsen,208.0
11657,H. Canbazoğlu,125.0
11658,K. Sanson,196.0
11659,M. D'Arpino,204.0
11660,J. Hayes,210.0
11661,M. Söderqvist,229.0
11662,M. Kvasina,157.0
11663,A. Bongiovanni,185.0
11664,S. Eremenko,187.0
11665,E. Wahlström,164.0
11666,A. Blomqvist,171.0
11667,C. Senior,218.0
11668,T. Sandoval,181.0
11669,A. Rose,196.0
11670,D. Gnaase,213.0
11671,M. Tavernier,196.0
11672,T. Nydam,207.0
11673,D. Lajud,195.0
11674,M. Fontaine,155.0
11675,B. Richards-Everton,187.0
11676,D. Kiki,199.0
11677,D. Stanese,158.0
11678,V. Vukadinović,235.0
11679,H. Morita,196.0
11680,Echu,195.0
11681,Juan Ibiza,169.0
11682,D. James,209.0
11683,G. Perrin,216.0
11684,M. Munetsi,167.0
11685,D. Potter,178.0
11686,K. Antonsen,216.0
11687,A. Čulina,200.0
11688,D. Williams,214.0
11689,A. Poúngouras,172.0
11690,Junio,191.0
11691,K. Sheppard,217.0
11692,K. Müller,141.0
11693,N. Thomas,223.0
11694,C. Morrison,205.0
11695,E. Oelschlägel,137.0
11696,S. Camara,179.0
11697,Lim Jong Eun,165.0
11698,A. Jones,198.0
11699,Kako Sanz,169.0
11700,S. Reese,169.0
11701,Y. Ito,182.0
11702,C. Winchester,209.0
11703,A. Henley,210.0
11704,G. Williams,220.0
11705,D. López,209.0
11706,F. Menig,184.0
11707,A. Sheehan,202.0
11708,A. Barcham,218.0
11709,Ha Dae Sung,166.0
11710,K. Angielski,211.0
11711,A. Gnanduillet,186.0
11712,M. Mancosu,191.0
11713,L. Chávez,200.0
11714,D. Fox,181.0
11715,A. Gory,226.0
11716,Y. Hamza,192.0
11717,R. Edwards,216.0
11718,D. Davari,126.0
11719,A. Pucheta,133.0
11720,Y. Shimada,190.0
11721,T. Sugeno,157.0
11722,J. Palacios,142.0
11723,Igor,188.0
11724,R. Sandberg,121.0
11725,Choi Jong Hoan,203.0
11726,A. Peña,187.0
11727,K. Roberts,205.0
11728,S. Ngezana,169.0
11729,P. Vranjicán,174.0
11730,L. Santelices,168.0
11731,J. Pérez,206.0
11732,A. Taoui,201.0
11733,R. Harakawa,241.0
11734,M. Schwabl,197.0
11735,C. Stanko,175.0
11736,S. Brown,210.0
11737,R. Thellufsen,212.0
11738,Lee Keun Ho,200.0
11739,J. Jönsson,169.0
11740,A. Rabillard,181.0
11741,M. Dabo,200.0
11742,L. Del Pinto,172.0
11743,José Mena,181.0
11744,G. Wylde,249.0
11745,Kim Won Sik,203.0
11746,M. van Bergen,229.0
11747,A. Martin,167.0
11748,R. McDonald,183.0
11749,D. Collins,158.0
11750,J. White,178.0
11751,A. Ingegneri,175.0
11752,R. Swete,139.0
11753,Imanol García,211.0
11754,S. Callegari,164.0
11755,E. Israelsson,194.0
11756,M. Al Najrani,187.0
11757,M. Bundu,209.0
11758,F. Román,210.0
11759,T. Figueroa,207.0
11760,T. Inukai,186.0
11761,O. Kittner,165.0
11762,M. López,189.0
11763,A. Winkler,155.0
11764,O. Özenç,134.0
11765,E. Nketiah,229.0
11766,S. Kamata,214.0
11767,G. Nilsson,148.0
11768,G. Shitolo,172.0
11769,D. Kutesa,225.0
11770,C. Rawlinson,163.0
11771,D. Slamar,157.0
11772,R. O'Donnell,178.0
11773,S. McNulty,112.0
11774,J. Tillson,191.0
11775,P. Arce,190.0
11776,D. Frattesi,183.0
11777,Genís,186.0
11778,M. Gustafsson,201.0
11779,M. Pfitzner,181.0
11780,J. Duncan,153.0
11781,Thiago Xavier,148.0
11782,T. Salquist,175.0
11783,M. Ortíz,208.0
11784,João Mendes,189.0
11785,D. Wotherspoon,211.0
11786,N. Ajose,211.0
11787,B. Traoré,183.0
11788,M. Valjent,207.0
11789,T. Vialla,192.0
11790,O. Çelik,170.0
11791,N. Siega,220.0
11792,Han Yong Su,150.0
11793,F. Reynero,211.0
11794,K. Hazard,205.0
11795,A. Peralta,212.0
11796,Y. Kawai,202.0
11797,D. van Crooij,107.0
11798,C. Saldaña,190.0
11799,Z. Udovičić,196.0
11800,M. Musaka,194.0
11801,R. González,184.0
11802,A. Al Dohaim,184.0
11803,R. Takeuchi,184.0
11804,K. Ramírez,219.0
11805,Borja Garcés,198.0
11806,M. Crooks,194.0
11807,E. Mastrolía,155.0
11808,P. Golubović,194.0
11809,D. Luxbacher,217.0
11810,M. Ali,196.0
11811,A. Danladi,219.0
11812,F. Grahl,179.0
11813,N. Atkinson,232.0
11814,A. Wiss,199.0
11815,L. Ferroni,199.0
11816,J. Davidson,192.0
11817,A. Cadavid,141.0
11818,B. Ndoye,165.0
11819,O. Kocuk,124.0
11820,B. Karamoko,150.0
11821,E. Hernández,186.0
11822,T. Hilliard-Arce,179.0
11823,Y. Etienne,210.0
11824,F. Mayembo,154.0
11825,P. Clarke,143.0
11826,A. Bittroff,200.0
11827,M. Königs,162.0
11828,A. Corsi,203.0
11829,J. Calle,209.0
11830,L. Ndao,216.0
11831,R. Takasugi,169.0
11832,M. Desler,212.0
11833,B. Morris,205.0
11834,B. Moe,178.0
11835,Kuki Zalazar,172.0
11836,Montero,172.0
11837,F. Ruberto,138.0
11838,S. Domínguez,202.0
11839,Jin YangYang,181.0
11840,Aitor Ruibal,188.0
11841,J. Nilsen,205.0
11842,P. Breier,195.0
11843,N. Castrillón,197.0
11844,Álex Craninx,148.0
11845,Miguel,201.0
11846,H. Onaga,220.0
11847,A. Al Mazaidi,135.0
11848,V. Davidsen,208.0
11849,Park Sun Ju,225.0
11850,A. Otero,191.0
11851,B. Jacobsen,176.0
11852,J. Varela,151.0
11853,S. Lorenz,178.0
11854,Pol,149.0
11855,T. Vion,176.0
11856,S. Henriksen,162.0
11857,Y. Koné,203.0
11858,N. Oduwa,221.0
11859,S. Karadeniz,199.0
11860,M. Marcjanik,145.0
11861,M. Palionis,120.0
11862,D. Undav,188.0
11863,N. Gouriye,205.0
11864,Tong Le,218.0
11865,Cho Dong Gun,194.0
11866,G. Sandomierski,157.0
11867,A. Al Fahad,198.0
11868,N. Losada,147.0
11869,J. Thomasen,184.0
11870,D. Wayar,170.0
11871,M. Velásquez,158.0
11872,Ahn Yong Woo,211.0
11873,E. Valencia,219.0
11874,H. Cochrane,195.0
11875,R. Müller,182.0
11876,C. Alcock,201.0
11877,Manu Hernando,181.0
11878,C. Brown,201.0
11879,I. Coulibaly,191.0
11880,R. Cota,198.0
11881,J. Bruijn,193.0
11882,L. Stevenson,200.0
11883,Dani Molina,177.0
11884,H. Shimoda,220.0
11885,F. Pierrot,151.0
11886,B. Stuver,151.0
11887,C. Grant,195.0
11888,B. Tuiloma,156.0
11889,Kim Seung Yong,187.0
11890,Bura,199.0
11891,V. Loroña,199.0
11892,A. Danch,186.0
11893,Leonardo,140.0
11894,D. Telgenkamp,123.0
11895,J. Bolton,217.0
11896,R. Miller,138.0
11897,R. Kongolo,185.0
11898,O. Abildgaard,198.0
11899,P. Polczak,128.0
11900,Y. Kasim,192.0
11901,C. Pym,146.0
11902,D. Eckert,172.0
11903,K. Scherpen,134.0
11904,Hwang Soon Min,190.0
11905,B. Magaña,143.0
11906,F. Dimarco,178.0
11907,G. Klok,185.0
11908,M. Duke,196.0
11909,Moi Delgado,192.0
11910,G. Deegan,192.0
11911,J. Roberts,214.0
11912,A. Caceres,203.0
11913,F. Portillo,148.0
11914,G. Thomas,200.0
11915,R. Williams,208.0
11916,J. Carbonero,215.0
11917,J. O'Toole,188.0
11918,B. Pintol,198.0
11919,G. Ivanov,200.0
11920,T. Kortegaard,189.0
11921,K. Kato,232.0
11922,S. Kobayashi,197.0
11923,S. Mai,121.0
11924,L. Riveros,197.0
11925,J. Thiesson,177.0
11926,B. Reeves,213.0
11927,M. Boman,163.0
11928,J. Al Bishi,199.0
11929,João Nunes,177.0
11930,J. Riquett,161.0
11931,L. McCormick,158.0
11932,A. Razak,202.0
11933,D. Crnigoj,219.0
11934,A. Araujo,202.0
11935,Raí,201.0
11936,F. Downes,197.0
11937,Hildeberto Pereira,228.0
11938,K. Behrens,195.0
11939,J. Guillemenot,193.0
11940,N. Gunnarsson,167.0
11941,J. McBean,172.0
11942,M. Stoll,153.0
11943,M. Greve,195.0
11944,D. Yearwood,214.0
11945,C. Patterson-Sewell,130.0
11946,N. Rnić,170.0
11947,Feng Renliang,205.0
11948,O. Lancashire,181.0
11949,M. Jeannin,141.0
11950,H. Artarslan,158.0
11951,M. Sahanek,209.0
11952,F. Herbers,192.0
11953,Eddy Francis,195.0
11954,L. Waterfall,168.0
11955,D. Bowles,182.0
11956,G. Walusimbi,210.0
11957,F. Soyalp,193.0
11958,I. Chatzitheodoridis,199.0
11959,A. Al Qahtani,207.0
11960,O. Rathbone,193.0
11961,J. Macías,193.0
11962,Lee Kyung Ryul,199.0
11963,J. Lopy,201.0
11964,S. Vecchia,207.0
11965,D. Londoño,195.0
11966,J. Forte,224.0
11967,V. Sanogo,198.0
11968,Léo Príncipe,178.0
11969,A. Legzdins,144.0
11970,F. Cuvelier,209.0
11971,M. Lorenzen,199.0
11972,R. Becker,203.0
11973,A. Al Suwat,175.0
11974,Song Bum Keun,114.0
11975,F. Zoko,210.0
11976,Gonçalo Cardoso,157.0
11977,C. McCormack,196.0
11978,N. Al Mousa,185.0
11979,D. Furtado,205.0
11980,A. MacDonald,215.0
11981,T. Eastman,140.0
11982,C. Pérez,167.0
11983,F. Ayaz,216.0
11984,J. Candía,146.0
11985,J. Simpson,207.0
11986,Agus,114.0
11987,M. Howard,139.0
11988,F. Helstrup,188.0
11989,A. Kellett,226.0
11990,Felipe,189.0
11991,M. Done,224.0
11992,T. Oude Kotte,160.0
11993,M. Opondo,208.0
11994,J. Fehr,230.0
11995,Diogo Silva,100.0
11996,T. Abe,194.0
11997,C. Logan,136.0
11998,M. Sepúlveda,202.0
11999,M. Savković,192.0
12000,Fan Xiaodong,200.0
12001,B. Añor,193.0
12002,B. Kuipers,199.0
12003,S. Cummings,196.0
12004,K. Lankford,211.0
12005,L. Zima,144.0
12006,A. Crofts,168.0
12007,C. Palacios,202.0
12008,B. Matic,205.0
12009,S. Rafn,210.0
12010,N. De Medina,195.0
12011,A. Jakubech,136.0
12012,B. Hansen,170.0
12013,N. Burns,213.0
12014,G. Arokoyo,156.0
12015,J. Basulto,159.0
12016,V. Sakor,195.0
12017,F. García,155.0
12018,K. Kabran,198.0
12019,K. Madsen,172.0
12020,D. Nazon,189.0
12021,J. O'Brien,165.0
12022,R. Vargas,230.0
12023,N. Malić,111.0
12024,S. Auer,199.0
12025,J. Mullins,181.0
12026,B. Boutobba,210.0
12027,Perceval Acunha,186.0
12028,J. Schryvers,197.0
12029,D. Kvande,165.0
12030,L. Collins,200.0
12031,J. Tveita,189.0
12032,Yang Sang Min,183.0
12033,Nelson Freitosa,163.0
12034,T. Mokoena,182.0
12035,Kikas,210.0
12036,D. Lopar,149.0
12037,L. Díaz,193.0
12038,A. Foosnæs,199.0
12039,F. Chabrolle,210.0
12040,M. Minesso,219.0
12041,E. Cetre,194.0
12042,A. Özer,145.0
12043,B. Gartland,121.0
12044,P. Frascatore,186.0
12045,H. Lopes,131.0
12046,K. Tezuka,194.0
12047,T. Lebeau,204.0
12048,Brandão,194.0
12049,P. Bajza,126.0
12050,U. Çakır,151.0
12051,H. Bwana,220.0
12052,J. Murillo,223.0
12053,D. Geissler,205.0
12054,M. Diakota,212.0
12055,D. Parker,218.0
12056,V. Tranberg,152.0
12057,O. Ayık,204.0
12058,C. Camps,201.0
12059,Jesús Areso,207.0
12060,R. Siemaszko,211.0
12061,O. Khan,215.0
12062,A. Langlitz,187.0
12063,P. Soto,131.0
12064,P. Ghiglione,206.0
12065,J. Buitrago,178.0
12066,B. White,202.0
12067,Gabriel Nunes,174.0
12068,B. Whitfield,203.0
12069,T. Doyle,186.0
12070,Ko Tae Won,190.0
12071,Dani Cárdenas,159.0
12072,N. Zanellato,191.0
12073,Álex Domínguez,161.0
12074,M. Satli,175.0
12075,N. Mousa,209.0
12076,M. Fujita,205.0
12077,L. Nilsen,201.0
12078,S. Mensiro,212.0
12079,W. Saliba,157.0
12080,L. Trejo,167.0
12081,O. Söderberg,130.0
12082,C. Jennings,205.0
12083,A. Arrigoni,185.0
12084,P. Köhn,106.0
12085,K. Nakamura,192.0
12086,Ricardo Campos,205.0
12087,Joaquín,181.0
12088,B. Kantarovski,183.0
12089,N. Ishikawa,184.0
12090,A. Dzabana,224.0
12091,C. Führich,204.0
12092,C. López,205.0
12093,F. Marquet,195.0
12094,M. Hamzi,219.0
12095,T. Regan,130.0
12096,H. Cavero,168.0
12097,R. Hack,200.0
12098,Nuno Macedo,128.0
12099,V. Bezecourt,186.0
12100,Woo Chan Yang,198.0
12101,A. Reca,203.0
12102,João Tavares,213.0
12103,D. Da Costa,166.0
12104,Zhang Chi,190.0
12105,J. Taylor,216.0
12106,Bonilla,212.0
12107,C. McGeehan,197.0
12108,F. Piasecki,192.0
12109,A. Torralvo,222.0
12110,K. Froese,209.0
12111,S. Hoare,162.0
12112,J. Hernandez,171.0
12113,A. Durante,138.0
12114,Salva Ferrer,147.0
12115,S. Saunders,207.0
12116,L. Kruspzky,201.0
12117,Pau Morer,224.0
12118,A. Dagriri,134.0
12119,L. Alessandra,228.0
12120,Y. Tokunaga,180.0
12121,J. Sellars,203.0
12122,E. Rodríguez,172.0
12123,M. Gomes,197.0
12124,J. Hammar,124.0
12125,E. Hurtado,219.0
12126,N. Schmidt,161.0
12127,K. Nagato,184.0
12128,R. Flynn,207.0
12129,A. Palazzi,185.0
12130,Choi Hyo Jin,200.0
12131,R. Maeda,152.0
12132,H. Hallberg,206.0
12133,Sander Asevedo,151.0
12134,M. Andersen,210.0
12135,K. Povlsen,180.0
12136,M. Haas,192.0
12137,A. Hsissane,172.0
12138,E. Restrepo,177.0
12139,B. Badibanga,214.0
12140,A. Kanno,177.0
12141,S. Tomita,194.0
12142,J. Byrom,169.0
12143,J. Barboza,176.0
12144,M. Grgic,174.0
12145,Redru,178.0
12146,S. Chilunda,218.0
12147,L. Broxham,162.0
12148,M. Richards,168.0
12149,N. Canavan,170.0
12150,T. Badila,197.0
12151,N. Rebolledo,213.0
12152,H. Mita,195.0
12153,G. Lillard,148.0
12154,S. Meusburger,177.0
12155,M. Miśkiewicz,124.0
12156,Lee Hoo Gwon,203.0
12157,T. Peay,172.0
12158,A. Okosun,157.0
12159,Diego Barri,174.0
12160,L. Schoofs,176.0
12161,J. Dasilva,187.0
12162,F. Boya,177.0
12163,Y. Asprilla,236.0
12164,D. Björnquist,210.0
12165,G. Panico,197.0
12166,E. Loiodice,187.0
12167,A. Mayorga,209.0
12168,A. Spahic,104.0
12169,Paulo Vítor,111.0
12170,B. Fuller,200.0
12171,L. Wales,209.0
12172,Zhou Yun,206.0
12173,S. Hatanaka,162.0
12174,J. Day,170.0
12175,A. Dovbyk,188.0
12176,Neto,137.0
12177,Carlos Travisso,177.0
12178,Víctor Fernández,202.0
12179,L. Schlüter,190.0
12180,O. Turton,204.0
12181,D. Henen,191.0
12182,Yang Xiaotian,197.0
12183,M. Jones,206.0
12184,M. Rosales,179.0
12185,S. Al Ghannam,202.0
12186,S. Kalajdzic,180.0
12187,D. Djulbic,115.0
12188,J. Matuwila,186.0
12189,S. Ito,206.0
12190,A. Wilbraham,137.0
12191,P. Mráz,196.0
12192,H. Sulaimani,178.0
12193,Wu Yan,176.0
12194,C. Pain,234.0
12195,T. Eriksson,201.0
12196,H. De la Fuente,191.0
12197,J. Bailey,196.0
12198,A. Pierre,161.0
12199,H. Burgoyne,127.0
12200,B. Roche,110.0
12201,R. Sánchez,134.0
12202,U. Korun,157.0
12203,J. Mosquera,169.0
12204,P. Lima,189.0
12205,Carlos Doncel,180.0
12206,N. Gotfredsen,189.0
12207,Dolly Menga,222.0
12208,P. Green,190.0
12209,P. Cappelluzzo,180.0
12210,J. Mucha,146.0
12211,L. Maboe,183.0
12212,M. Hvilsom,184.0
12213,D. Parrett,184.0
12214,L. Campana,184.0
12215,B. Miranda,225.0
12216,Y. Thermann,234.0
12217,L. Hannant,185.0
12218,K. Weidlich,219.0
12219,J. Bunney,168.0
12220,Endika,199.0
12221,Miguel Luís,197.0
12222,R. Pietrzak,209.0
12223,Josi Mouraldo,190.0
12224,Ángel,182.0
12225,D. Franco,166.0
12226,O. Pehrsson,139.0
12227,J. Sagredo,204.0
12228,J. McKeown,150.0
12229,J. Monroy,202.0
12230,E. Massouema,187.0
12231,E. Kayembe,200.0
12232,J. Parker,213.0
12233,M. Van Damme,149.0
12234,T. Ünlü,160.0
12235,J. Abu Hanna,179.0
12236,Josemi,178.0
12237,K. Ntlhe,220.0
12238,J. Escobar,134.0
12239,G. Felicioli,206.0
12240,M. Farfan,209.0
12241,N. Nartey,201.0
12242,C. Dobnik,131.0
12243,Borja,220.0
12244,Rao Weihui,195.0
12245,Edu Cortina,191.0
12246,A. Affane,224.0
12247,N. Pantaleone,183.0
12248,J. Jacobs,200.0
12249,A. Al Nemer,199.0
12250,O. Kökçü,194.0
12251,M. Lewandowski,201.0
12252,H. Boateng,196.0
12253,I. Pomazun,126.0
12254,R. Moreira,144.0
12255,I. Vujica,200.0
12256,S. Gassama,152.0
12257,L. Olascoaga,221.0
12258,T. Bertels,183.0
12259,B. Purrington,201.0
12260,J. Palacios,198.0
12261,M. Martínez,177.0
12262,J. Flores,214.0
12263,I. Sirelius,205.0
12264,B. Hamill,182.0
12265,J. Fujimoto,160.0
12266,I. Sayan,174.0
12267,J. Mvondo,178.0
12268,W. Evseev,192.0
12269,A. Mosquera,137.0
12270,O. Güler,193.0
12271,A. Danzi,178.0
12272,A. Smith,120.0
12273,D. Amoo,223.0
12274,M. Hancox,202.0
12275,J. Gómez,214.0
12276,J. Kerr,179.0
12277,B. Olejnik,145.0
12278,Chen Zhizhao,215.0
12279,A. Disasi,148.0
12280,N. Mileusnić,222.0
12281,S. Al Khaibari,149.0
12282,O. Stijepović,199.0
12283,P. Ulvestad,161.0
12284,F. Børsting,192.0
12285,A. Fallatah,171.0
12286,A. Riel,235.0
12287,M. Peškovič,123.0
12288,L. Hendrie,200.0
12289,F. Salinas,139.0
12290,O. Batista Meier,212.0
12291,Chi Wenyi,106.0
12292,L. Kalludra,226.0
12293,J. Bartosz,205.0
12294,D. Iversen,122.0
12295,Kim Dae Won,210.0
12296,N. Alho,212.0
12297,R. Milsom,194.0
12298,R. Domínguez,177.0
12299,M. Bloomfield,193.0
12300,M. Büyüksakarya,217.0
12301,J. Ramos,204.0
12302,S. Gartenmann,159.0
12303,J. Medina,212.0
12304,J. Lindberg,197.0
12305,M. Nielsen,176.0
12306,Dioni,159.0
12307,N. Jüllich,202.0
12308,A. Jafar,229.0
12309,O. Solet,185.0
12310,Jaime Gavilán,196.0
12311,D. Hładun,120.0
12312,M. Tørnes,179.0
12313,S. Sasaki,199.0
12314,E. González,172.0
12315,S. Hoskins,238.0
12316,A. Kovar,194.0
12317,D. Léon,148.0
12318,B. Niasse,119.0
12319,D. Loft,186.0
12320,R. Serena,214.0
12321,Valdu Té,156.0
12322,M. Fitzgerald,181.0
12323,Sergio Buenacasa,192.0
12324,V. Hammershøj-Mistrati,183.0
12325,J. Lauridsen,201.0
12326,D. Smuga,211.0
12327,S. Suganuma,182.0
12328,M. Aceval,145.0
12329,L. Angol,207.0
12330,Lee Kwang Sun,179.0
12331,Arribas,193.0
12332,L. Tankulic,205.0
12333,M. Madri,220.0
12334,C. Tirard,197.0
12335,Luis Paezinho,169.0
12336,F. Melegoni,188.0
12337,B. Mbeumo,218.0
12338,M. Müldür,210.0
12339,A. Cisco,200.0
12340,P. Martínez,207.0
12341,K. Choi,222.0
12342,D. Gómez,203.0
12343,E. Børufsen,188.0
12344,C. González,179.0
12345,C. Bolger,138.0
12346,R. Contreras,186.0
12347,G. Bartczak,213.0
12348,A. Grbic,190.0
12349,G. Cortez,194.0
12350,P. Schmidt,181.0
12351,F. Dhia Putros,212.0
12352,D. Valencia,162.0
12353,F. Sierralta,159.0
12354,M. Minetti,157.0
12355,A. Kokoszka,195.0
12356,O. Steurer,156.0
12357,A. Georgen,203.0
12358,J. Valadez,140.0
12359,J. Mareš,200.0
12360,E. Gyasi,198.0
12361,J. Lewis,199.0
12362,J. McCrary,198.0
12363,A. Odabas,180.0
12364,Z. Arsenić,155.0
12365,P. Engblom,203.0
12366,R. González,157.0
12367,A. Mucolli,219.0
12368,M. Al Anazi,113.0
12369,D. Ernst,201.0
12370,L. Hodson,200.0
12371,J. Hanson,156.0
12372,G. Hauche,189.0
12373,D. Schmidt,167.0
12374,N. Rieble,193.0
12375,L. Napoleone,205.0
12376,G. Zajkov,151.0
12377,J. McGrath,213.0
12378,M. Andersen,207.0
12379,E. Calvillo,195.0
12380,J. Gorenc Stanković,161.0
12381,Y. Nogami,175.0
12382,L. Soares,199.0
12383,H. Ben Moussa,210.0
12384,M. Anderson,227.0
12385,Yoo Hyun,168.0
12386,H. Jafry,182.0
12387,A. Lucoqui,206.0
12388,T. Jacobsen,183.0
12389,Jeon Se Jin,207.0
12390,C. Gakpo,197.0
12391,J. Carolina,199.0
12392,S. Gölles,185.0
12393,C. Källqvist,109.0
12394,F. Doré,165.0
12395,J. Muñoz,149.0
12396,G. Morris,153.0
12397,S. Nelson,154.0
12398,B. Vazquez,192.0
12399,F. Kanoute,179.0
12400,M. Ramírez,193.0
12401,M. Chinellato,168.0
12402,I. Lawlor,161.0
12403,T. Dähne,152.0
12404,G. Lefebvre,201.0
12405,T. Worra,132.0
12406,D. Hashioka,193.0
12407,H. Gómez,194.0
12408,T. Zwarthoed,131.0
12409,T. Robinson,210.0
12410,S. Al Mutairi,153.0
12411,T. Kanai,169.0
12412,M. Obafemi,222.0
12413,M. Maak,148.0
12414,Y. Mbombo,211.0
12415,Kim Won Gun,192.0
12416,O. León,157.0
12417,M. Maroši,136.0
12418,Jin Taiyan,227.0
12419,J. Tamimi,201.0
12420,M. Leitsch,171.0
12421,D. Zamora,178.0
12422,C. Özkan,194.0
12423,Jaime Sierra,169.0
12424,F. Ladapo,203.0
12425,Gwon Wan Gyu,220.0
12426,S. Furtado,206.0
12427,G. Pinto,194.0
12428,Carlos Cordero,205.0
12429,M. Collao,175.0
12430,K. Mellor,199.0
12431,J. Pigott,200.0
12432,S. Ring,203.0
12433,S. Müller,90.0
12434,C. Díaz,200.0
12435,Park Hee Seong,181.0
12436,S. Ambrosius,180.0
12437,B. Gaul,171.0
12438,E. Gertmonas,138.0
12439,D. Cleary,155.0
12440,T. Halilović,176.0
12441,S. Ferreira,173.0
12442,V. Lia,163.0
12443,C. Kröpfl,227.0
12444,Jeong Dong Ho,210.0
12445,C. Zamudio,195.0
12446,W. Nightingale,176.0
12447,A. Leitch-Smith,218.0
12448,Kim Dae Jung,137.0
12449,Maicon Sampinho,190.0
12450,J. Gerlach,155.0
12451,O. Storflor,181.0
12452,M. Ovenstad,209.0
12453,W. Díaz,140.0
12454,F. Di Mariano,193.0
12455,M. Bähre,203.0
12456,J. Castillo,150.0
12457,T. Salamon,195.0
12458,B. Sylvestre,146.0
12459,M. Born,226.0
12460,C. Styles,207.0
12461,S. Jovanović,196.0
12462,Juan Pérez,113.0
12463,H. Mendes,177.0
12464,D. Newton,211.0
12465,M. Fejzullahu,220.0
12466,W. Abdullah,145.0
12467,H. Bunn,201.0
12468,M. Lauritsen,147.0
12469,J. Corrales,207.0
12470,C. Calvo,166.0
12471,A. Pellegrino,191.0
12472,S. Aborah,202.0
12473,J. Kennedy,191.0
12474,M. Ambrose,195.0
12475,L. Osaki,159.0
12476,J. Yorwerth,148.0
12477,M. Ridenton,189.0
12478,J. Strauß,216.0
12479,B. Moussiti-Oko,166.0
12480,L. Sætra,131.0
12481,D. Bock,192.0
12482,S. Puttkammer,167.0
12483,B. Baiye,179.0
12484,A. Andersson,123.0
12485,D. Schad,218.0
12486,Tachi,138.0
12487,R. Harper,174.0
12488,A. Herrera,196.0
12489,M. Novak,200.0
12490,P. Grazziani,132.0
12491,R. Kolo-Muani,180.0
12492,J. Bogle,210.0
12493,J. Sudić,135.0
12494,A. Chapman,113.0
12495,Kim Jin Hyuk,162.0
12496,Pelayo Morilla,198.0
12497,C. Bramall,217.0
12498,B. Blasi,172.0
12499,F. Eguelfi,190.0
12500,L. Lencinas,187.0
12501,K. Guthrie,189.0
12502,Ezkieta,140.0
12503,J. Scherzer,187.0
12504,Dani Gómez,192.0
12505,J. Hofmann,207.0
12506,Zhang Xiaofei,167.0
12507,Wang Lin,218.0
12508,O. Mfulu,175.0
12509,Fornos,146.0
12510,Wang Song,173.0
12511,C. Melivilú,182.0
12512,W. Suwayyid,208.0
12513,G. Wojtkowiak,185.0
12514,I. Louati,179.0
12515,P. Sabbag,166.0
12516,A. Eastham,182.0
12517,C. Aasbak,186.0
12518,Li Jianbin,200.0
12519,E. Ozuna,218.0
12520,D. Scarr,163.0
12521,I. Smith,203.0
12522,T. Barnett,200.0
12523,G. Yalçin,196.0
12524,Li Shuai,126.0
12525,T. Lindenhahn,220.0
12526,A. Empereur,149.0
12527,J. Schwadorf,217.0
12528,O. Norburn,198.0
12529,S. D'Almeida,211.0
12530,Lim Jae Hyeok,204.0
12531,O. Boussaid,212.0
12532,H. Demir,195.0
